date,category,actual,forecast_ml_model,forecast_statistical_model,forecast_foundation_model,forecast_historical,forecast_static,forecast_user
2025-01-04,cash_out_investments_outflow,-103.67,126066,0,0,0,0,0
2025-01-04,cash_out_foreign_exchange_expenses,-1052.41,0,0,0,0,-1449,0
2025-01-04,cash_out_tax_payments,0.0,0,0,0,0,114232,0
2025-01-04,cash_out_insurance_costs,0.0,0,0,-1201,0,0,0
2025-01-04,cash_out_resort_maintenance_expenses,-101.47,0,0,0,0,-12998,0
2025-01-04,cash_in_tax_income,0.0,0,0,0,0,3544,0
2025-01-04,cash_out_payroll,0.0,0,57040,0,0,0,0
2025-01-04,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-01-05,cash_in_resort_revenue,0.0,283690,0,0,0,0,0
2025-01-05,cash_out_investments_outflow,0.0,11466,0,0,0,0,-38585
2025-01-05,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-413,0
2025-01-05,cash_out_tax_payments,-608.47,0,0,0,0,0,0
2025-01-05,cash_out_insurance_costs,0.0,0,0,-71,0,0,0
2025-01-05,cash_out_resort_maintenance_expenses,-83.17,0,0,0,0,-106,0
2025-01-05,cash_in_tax_income,204.59,0,0,0,0,0,0
2025-01-05,cash_out_payroll,-3075.92,0,28882,0,0,0,0
2025-01-05,cash_in_investments_income,0.0,0,97285,0,0,0,2042
2025-01-06,cash_in_resort_revenue,0.0,154450,0,0,0,0,29163
2025-01-06,cash_out_investments_outflow,0.0,-1585,0,0,0,0,0
2025-01-06,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-17586,0
2025-01-06,cash_out_tax_payments,-208.24,0,0,0,0,-5571,0
2025-01-06,cash_out_insurance_costs,0.0,0,0,-2847,0,0,0
2025-01-06,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-3044,0
2025-01-06,cash_in_tax_income,428.32,0,0,0,0,95772,0
2025-01-06,cash_out_payroll,0.0,0,-125994,0,0,0,0
2025-01-06,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-01-07,cash_in_resort_revenue,2029.42,75710,0,0,0,0,0
2025-01-07,cash_out_investments_outflow,-274.31,-1662,0,0,0,0,0
2025-01-07,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-48462,0
2025-01-07,cash_out_tax_payments,0.0,0,0,0,0,-5059,0
2025-01-07,cash_out_insurance_costs,0.0,0,0,-7625,0,0,0
2025-01-07,cash_out_resort_maintenance_expenses,-89.05,0,0,0,0,-553,0
2025-01-07,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-01-07,cash_out_payroll,0.0,0,-213282,0,0,0,0
2025-01-07,cash_in_investments_income,0.0,0,13463,0,0,0,0
2025-01-08,cash_in_resort_revenue,1939.65,149434,0,0,0,0,0
2025-01-08,cash_out_investments_outflow,-85.14,-76408,0,0,0,0,0
2025-01-08,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-3043,0
2025-01-08,cash_out_tax_payments,-2351.3999999999996,0,0,0,0,-333795,0
2025-01-08,cash_out_insurance_costs,-104.75,0,0,-4172,0,0,0
2025-01-08,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-25424,0
2025-01-08,cash_in_tax_income,295.92,0,0,0,0,177212,0
2025-01-08,cash_out_payroll,0.0,0,-121683,0,0,0,0
2025-01-08,cash_in_investments_income,0.0,0,64500,0,0,0,0
2025-01-09,cash_in_resort_revenue,0.0,88455,0,0,0,0,0
2025-01-09,cash_out_investments_outflow,0.0,-18018,0,0,0,0,0
2025-01-09,cash_out_foreign_exchange_expenses,-905.49,0,0,0,0,-19695,0
2025-01-09,cash_out_tax_payments,0.0,0,0,0,0,-11324,0
2025-01-09,cash_out_insurance_costs,-93.18,0,0,-649,0,0,0
2025-01-09,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-565,0
2025-01-09,cash_in_tax_income,275.75,0,0,0,0,0,0
2025-01-09,cash_out_payroll,-2902.88,0,-240641,0,0,0,0
2025-01-09,cash_in_investments_income,0.0,0,144043,0,0,0,0
2025-01-10,cash_in_resort_revenue,0.0,91373,0,0,0,0,0
2025-01-10,cash_out_investments_outflow,0.0,-31859,0,0,0,0,0
2025-01-10,cash_out_foreign_exchange_expenses,-364.56,0,0,0,0,-37495,0
2025-01-10,cash_out_tax_payments,0.0,0,0,0,0,-192920,0
2025-01-10,cash_out_insurance_costs,0.0,0,0,-1639,0,0,0
2025-01-10,cash_out_resort_maintenance_expenses,-179.39,0,0,0,0,-6912,0
2025-01-10,cash_in_tax_income,437.85,0,0,0,0,10415,0
2025-01-10,cash_out_payroll,0.0,0,-126246,0,0,0,0
2025-01-10,cash_in_investments_income,0.0,0,0,0,0,0,494070
2025-01-11,cash_in_resort_revenue,0.0,283270,0,0,0,0,0
2025-01-11,cash_out_investments_outflow,0.0,0,0,0,0,0,0
2025-01-11,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-1173,0
2025-01-11,cash_out_tax_payments,0.0,0,0,0,0,83451,0
2025-01-11,cash_out_insurance_costs,-77.89,0,0,-5286,0,0,0
2025-01-11,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-91,0
2025-01-11,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-01-11,cash_out_payroll,0.0,0,0,0,0,0,0
2025-01-11,cash_in_investments_income,0.0,0,150820,0,0,0,264155
2025-01-12,cash_in_resort_revenue,4905.9,139915,0,0,0,0,0
2025-01-12,cash_out_investments_outflow,-163.46,0,0,0,0,0,0
2025-01-12,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-1097,0
2025-01-12,cash_out_tax_payments,0.0,0,0,0,0,4117,0
2025-01-12,cash_out_insurance_costs,0.0,0,0,-7150,0,0,0
2025-01-12,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-7866,0
2025-01-12,cash_in_tax_income,514.77,0,0,0,0,0,0
2025-01-12,cash_out_payroll,0.0,0,34550,0,0,0,0
2025-01-12,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-01-13,cash_in_resort_revenue,5634.42,21885,0,0,0,0,0
2025-01-13,cash_out_investments_outflow,0.0,-1272,0,0,0,-1356,0
2025-01-13,cash_out_foreign_exchange_expenses,-215.6,0,0,0,0,-12915,0
2025-01-13,cash_out_tax_payments,0.0,0,0,0,0,-237320,0
2025-01-13,cash_out_insurance_costs,0.0,0,0,-6812,0,-1064,0
2025-01-13,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-15893,0
2025-01-13,cash_in_tax_income,0.0,0,0,0,0,40973,0
2025-01-13,cash_out_payroll,-4941.99,-262504,-120128,0,0,0,0
2025-01-13,cash_in_investments_income,297.81,0,0,0,0,0,0
2025-01-14,cash_in_resort_revenue,0.0,91816,0,0,0,0,0
2025-01-14,cash_out_investments_outflow,0.0,-1298,0,0,0,-1630,0
2025-01-14,cash_out_foreign_exchange_expenses,-208.82,0,0,0,0,-9521,0
2025-01-14,cash_out_tax_payments,0.0,0,0,0,0,-4429,0
2025-01-14,cash_out_insurance_costs,-79.1,0,0,-654,0,-7392,0
2025-01-14,cash_out_resort_maintenance_expenses,-199.62,0,0,0,0,-13568,0
2025-01-14,cash_in_tax_income,0.0,0,0,0,0,83023,0
2025-01-14,cash_out_payroll,0.0,-277779,-181372,0,0,0,0
2025-01-14,cash_in_investments_income,287.61,0,239551,0,0,0,0
2025-01-15,cash_in_resort_revenue,0.0,58888,0,0,0,0,0
2025-01-15,cash_out_investments_outflow,0.0,-1335,0,0,0,-113543,0
2025-01-15,cash_out_foreign_exchange_expenses,-342.52,0,0,0,0,-3044,0
2025-01-15,cash_out_tax_payments,-520.16,0,0,0,0,-265308,0
2025-01-15,cash_out_insurance_costs,0.0,0,0,-6542,0,-663,0
2025-01-15,cash_out_resort_maintenance_expenses,-108.94,0,0,0,0,-554,0
2025-01-15,cash_in_tax_income,403.6,0,0,0,0,46388,0
2025-01-15,cash_out_payroll,0.0,-570224,-661907,0,0,0,0
2025-01-15,cash_in_investments_income,878.99,0,71229,0,0,0,0
2025-01-16,cash_in_resort_revenue,0.0,122419,0,0,0,0,0
2025-01-16,cash_out_investments_outflow,-325.69000000000005,-35782,0,0,0,-46667,0
2025-01-16,cash_out_foreign_exchange_expenses,-1095.04,0,0,0,0,-13334,0
2025-01-16,cash_out_tax_payments,-312.8,0,0,0,0,-4073,0
2025-01-16,cash_out_insurance_costs,0.0,0,0,-4888,0,-5734,0
2025-01-16,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-13101,0
2025-01-16,cash_in_tax_income,497.08,0,0,0,0,26142,0
2025-01-16,cash_out_payroll,0.0,-152092,-140373,0,0,0,0
2025-01-16,cash_in_investments_income,0.0,0,42564,0,0,0,0
2025-01-17,cash_in_resort_revenue,1491.71,50176,0,0,0,0,0
2025-01-17,cash_out_investments_outflow,-641.43,-56352,0,0,0,-54383,27160
2025-01-17,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-9983,0
2025-01-17,cash_out_tax_payments,0.0,0,0,0,0,-4023,0
2025-01-17,cash_out_insurance_costs,0.0,0,0,-10549,0,-24168,0
2025-01-17,cash_out_resort_maintenance_expenses,-162.05,0,0,0,0,-8301,0
2025-01-17,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-01-17,cash_out_payroll,-4396.55,-246467,-170718,0,0,0,0
2025-01-17,cash_in_investments_income,729.5699999999999,0,80321,0,0,0,0
2025-01-18,cash_in_resort_revenue,2998.9,216928,0,0,0,0,0
2025-01-18,cash_out_investments_outflow,-224.87,101304,0,0,0,0,0
2025-01-18,cash_out_foreign_exchange_expenses,-410.29,0,0,0,0,-13697,0
2025-01-18,cash_out_tax_payments,0.0,0,0,0,0,0,0
2025-01-18,cash_out_insurance_costs,0.0,0,0,-86,0,-91,0
2025-01-18,cash_out_resort_maintenance_expenses,-59.16,0,0,0,0,-106,0
2025-01-18,cash_in_tax_income,0.0,0,0,0,0,168241,0
2025-01-18,cash_out_payroll,0.0,63582,0,0,0,0,0
2025-01-18,cash_in_investments_income,0.0,0,76919,0,0,0,0
2025-01-19,cash_in_resort_revenue,0.0,299225,0,0,0,0,0
2025-01-19,cash_out_investments_outflow,0.0,0,0,0,0,82709,0
2025-01-19,cash_out_foreign_exchange_expenses,-411.61,0,0,0,0,-15908,0
2025-01-19,cash_out_tax_payments,-573.61,0,0,0,0,0,0
2025-01-19,cash_out_insurance_costs,0.0,0,0,-70,0,-67,0
2025-01-19,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-7557,0
2025-01-19,cash_in_tax_income,411.89,0,0,0,0,201597,0
2025-01-19,cash_out_payroll,0.0,10126,94716,0,0,0,19747
2025-01-19,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-01-20,cash_in_resort_revenue,0.0,88026,0,0,0,0,0
2025-01-20,cash_out_investments_outflow,0.0,-1442,0,0,0,-1228,0
2025-01-20,cash_out_foreign_exchange_expenses,-356.93,0,0,0,0,-15179,0
2025-01-20,cash_out_tax_payments,0.0,0,0,0,0,-4560,0
2025-01-20,cash_out_insurance_costs,0.0,0,0,-907,0,-5898,0
2025-01-20,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-4851,0
2025-01-20,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-01-20,cash_out_payroll,0.0,-178994,-214195,0,0,0,0
2025-01-20,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-01-21,cash_in_resort_revenue,8578.779999999999,117139,0,0,0,0,424572
2025-01-21,cash_out_investments_outflow,-73.98,-2213,0,0,0,-16380,0
2025-01-21,cash_out_foreign_exchange_expenses,-354.05999999999995,0,0,0,0,-17823,0
2025-01-21,cash_out_tax_payments,0.0,0,0,0,0,-254962,0
2025-01-21,cash_out_insurance_costs,-73.18,0,0,-3871,0,-547,0
2025-01-21,cash_out_resort_maintenance_expenses,-139.59,0,0,0,0,-11696,0
2025-01-21,cash_in_tax_income,390.31,0,0,0,0,0,0
2025-01-21,cash_out_payroll,0.0,-219253,-198796,0,0,0,0
2025-01-21,cash_in_investments_income,0.0,0,91154,0,0,0,147752
2025-01-22,cash_in_resort_revenue,0.0,40196,0,0,0,0,0
2025-01-22,cash_out_investments_outflow,-357.45,-1497,0,0,0,-55338,0
2025-01-22,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-22284,0
2025-01-22,cash_out_tax_payments,0.0,0,0,0,0,-140013,0
2025-01-22,cash_out_insurance_costs,0.0,0,0,-5687,0,-18978,0
2025-01-22,cash_out_resort_maintenance_expenses,-26.52,0,0,0,0,-9368,0
2025-01-22,cash_in_tax_income,0.0,0,0,0,0,1947,0
2025-01-22,cash_out_payroll,-2142.38,-197860,-146498,0,0,0,0
2025-01-22,cash_in_investments_income,348.08,0,60602,0,0,0,0
2025-01-23,cash_in_resort_revenue,2304.46,87769,0,0,0,0,0
2025-01-23,cash_out_investments_outflow,0.0,-1497,0,0,0,-95329,0
2025-01-23,cash_out_foreign_exchange_expenses,-98.93,0,0,0,0,-21914,0
2025-01-23,cash_out_tax_payments,0.0,0,0,0,0,-4418,0
2025-01-23,cash_out_insurance_costs,0.0,0,0,-28356,0,-5921,0
2025-01-23,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-3912,0
2025-01-23,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-01-23,cash_out_payroll,0.0,-199672,-266246,0,0,0,-568525
2025-01-23,cash_in_investments_income,324.52,0,0,0,0,0,0
2025-01-24,cash_in_resort_revenue,0.0,98340,0,0,0,0,0
2025-01-24,cash_out_investments_outflow,0.0,-118530,0,0,0,-1206,-112110
2025-01-24,cash_out_foreign_exchange_expenses,-563.43,0,0,0,0,-19872,0
2025-01-24,cash_out_tax_payments,0.0,0,0,0,0,-4681,0
2025-01-24,cash_out_insurance_costs,0.0,0,0,-586,0,-11750,0
2025-01-24,cash_out_resort_maintenance_expenses,-99.75,0,0,0,0,-13282,0
2025-01-24,cash_in_tax_income,243.72,0,0,0,0,68659,0
2025-01-24,cash_out_payroll,-2027.43,-239816,-263323,0,0,0,0
2025-01-24,cash_in_investments_income,0.0,0,145145,0,0,0,0
2025-01-25,cash_in_resort_revenue,683.98,186023,0,0,0,0,0
2025-01-25,cash_out_investments_outflow,-51.69,0,0,0,0,39893,0
2025-01-25,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-405,0
2025-01-25,cash_out_tax_payments,-2039.7299999999998,0,0,0,0,0,0
2025-01-25,cash_out_insurance_costs,-25.77,0,0,-70,0,-79,0
2025-01-25,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-93,0
2025-01-25,cash_in_tax_income,438.34000000000003,0,0,0,0,0,0
2025-01-25,cash_out_payroll,-4310.11,80297,12330,0,0,0,0
2025-01-25,cash_in_investments_income,0.0,0,32635,0,0,0,0
2025-01-26,cash_in_resort_revenue,0.0,319157,0,0,0,0,0
2025-01-26,cash_out_investments_outflow,-178.3,51937,0,0,0,0,0
2025-01-26,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-333,0
2025-01-26,cash_out_tax_payments,0.0,0,0,0,0,0,0
2025-01-26,cash_out_insurance_costs,-106.92999999999999,0,0,-65,0,-432,0
2025-01-26,cash_out_resort_maintenance_expenses,0.0,0,0,0,0,-1445,0
2025-01-26,cash_in_tax_income,552.02,0,0,0,0,258488,0
2025-01-26,cash_out_payroll,0.0,0,0,0,0,0,0
2025-01-26,cash_in_investments_income,0.0,0,65965,0,0,0,0
2025-01-27,cash_in_resort_revenue,0.0,73775,42859,0,0,0,0
2025-01-27,cash_out_investments_outflow,-206.47,-18632,-124276,0,0,-1207,0
2025-01-27,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-5507,0
2025-01-27,cash_out_tax_payments,-763.0,0,0,0,0,-139280,0
2025-01-27,cash_out_insurance_costs,-189.67,-37135,0,-13842,0,-600,0
2025-01-27,cash_out_resort_maintenance_expenses,0.0,0,0,-592,0,-2244,0
2025-01-27,cash_in_tax_income,0.0,0,0,0,0,35699,0
2025-01-27,cash_out_payroll,-7286.39,-182129,-200798,0,0,0,0
2025-01-27,cash_in_investments_income,0.0,0,181165,0,0,11322,0
2025-01-28,cash_in_resort_revenue,2759.93,88168,104529,0,0,0,0
2025-01-28,cash_out_investments_outflow,-105.98,-43746,-1439,0,0,-18737,0
2025-01-28,cash_out_foreign_exchange_expenses,-530.47,0,0,0,0,-13678,0
2025-01-28,cash_out_tax_payments,0.0,0,0,0,0,-383494,0
2025-01-28,cash_out_insurance_costs,0.0,-564,0,-8537,0,-607,0
2025-01-28,cash_out_resort_maintenance_expenses,0.0,0,0,-4619,0,-4200,0
2025-01-28,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-01-28,cash_out_payroll,-1566.09,-175189,-195978,0,0,0,0
2025-01-28,cash_in_investments_income,0.0,0,21982,0,0,0,0
2025-01-29,cash_in_resort_revenue,0.0,77642,78975,0,0,0,0
2025-01-29,cash_out_investments_outflow,-410.87,-1251,-1311,0,0,-42272,-21135
2025-01-29,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-15630,0
2025-01-29,cash_out_tax_payments,-795.01,0,0,0,0,-237461,0
2025-01-29,cash_out_insurance_costs,-102.55,-612,0,-11812,0,-554,0
2025-01-29,cash_out_resort_maintenance_expenses,0.0,0,0,-584,0,-571,0
2025-01-29,cash_in_tax_income,734.04,0,0,0,0,206371,0
2025-01-29,cash_out_payroll,0.0,-165764,-219911,0,0,0,0
2025-01-29,cash_in_investments_income,428.71,0,59145,0,0,40094,127195
2025-01-30,cash_in_resort_revenue,0.0,163201,144147,0,0,0,272853
2025-01-30,cash_out_investments_outflow,-49.19,-1545,-1271,0,0,-1270,0
2025-01-30,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-33051,0
2025-01-30,cash_out_tax_payments,0.0,0,0,0,0,-5673,0
2025-01-30,cash_out_insurance_costs,0.0,-24060,0,-474,0,-2454,0
2025-01-30,cash_out_resort_maintenance_expenses,0.0,0,0,-3398,0,-4384,0
2025-01-30,cash_in_tax_income,1057.58,0,0,0,0,232064,0
2025-01-30,cash_out_payroll,0.0,-188418,-309356,0,0,0,0
2025-01-30,cash_in_investments_income,71.83,0,111085,0,0,0,0
2025-01-31,cash_in_resort_revenue,0.0,125014,134304,0,0,0,0
2025-01-31,cash_out_investments_outflow,0.0,-11787,-100212,0,0,-64293,0
2025-01-31,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-26402,0
2025-01-31,cash_out_tax_payments,-855.82,0,0,0,0,-79395,0
2025-01-31,cash_out_insurance_costs,0.0,-11060,0,-10955,0,-17559,0
2025-01-31,cash_out_resort_maintenance_expenses,-112.57,0,0,-4944,0,-9947,0
2025-01-31,cash_in_tax_income,0.0,0,0,0,0,40851,0
2025-01-31,cash_out_payroll,0.0,-47032,-129408,0,0,0,-327285
2025-01-31,cash_in_investments_income,0.0,0,0,0,0,704,0
2025-02-01,cash_in_resort_revenue,814.08,169545,238760,0,0,0,0
2025-02-01,cash_out_investments_outflow,-526.5,69388,0,0,0,0,-125897
2025-02-01,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-7157,0
2025-02-01,cash_out_tax_payments,-802.61,0,0,0,0,0,0
2025-02-01,cash_out_insurance_costs,-52.46,-64,0,-66,0,-708,0
2025-02-01,cash_out_resort_maintenance_expenses,0.0,0,0,-3481,0,-283,0
2025-02-01,cash_in_tax_income,0.0,0,0,0,0,104427,0
2025-02-01,cash_out_payroll,0.0,0,4373,0,0,0,-525505
2025-02-01,cash_in_investments_income,0.0,0,5899,0,0,69248,0
2025-02-02,cash_in_resort_revenue,0.0,297368,263512,0,0,0,0
2025-02-02,cash_out_investments_outflow,0.0,0,0,0,0,10060,-78147
2025-02-02,cash_out_foreign_exchange_expenses,-714.9300000000001,0,0,0,0,-14823,0
2025-02-02,cash_out_tax_payments,-824.64,0,0,0,0,33363,0
2025-02-02,cash_out_insurance_costs,0.0,-71,0,-81,0,-6946,0
2025-02-02,cash_out_resort_maintenance_expenses,-67.31,0,0,-211,0,-90,0
2025-02-02,cash_in_tax_income,0.0,0,0,0,0,15680,0
2025-02-02,cash_out_payroll,-1444.11,0,72480,0,0,0,0
2025-02-02,cash_in_investments_income,68.93,0,10948,0,0,52918,0
2025-02-03,cash_in_resort_revenue,3094.25,46599,32425,0,0,0,0
2025-02-03,cash_out_investments_outflow,0.0,-1400,-1472,0,0,-54644,0
2025-02-03,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-22380,0
2025-02-03,cash_out_tax_payments,-424.26,0,0,0,0,-5852,0
2025-02-03,cash_out_insurance_costs,-198.18,-524,0,-19747,0,-9764,0
2025-02-03,cash_out_resort_maintenance_expenses,-118.99000000000001,0,0,-6096,0,-4492,0
2025-02-03,cash_in_tax_income,479.19,0,0,0,0,0,0
2025-02-03,cash_out_payroll,0.0,-237605,-217610,0,0,0,0
2025-02-03,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-02-04,cash_in_resort_revenue,0.0,133721,91630,0,0,0,0
2025-02-04,cash_out_investments_outflow,-118.59,-77719,-124897,0,0,-1673,0
2025-02-04,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-32835,0
2025-02-04,cash_out_tax_payments,-796.56,0,0,0,0,-5596,0
2025-02-04,cash_out_insurance_costs,-202.76,-7730,0,-6526,0,-11459,0
2025-02-04,cash_out_resort_maintenance_expenses,0.0,0,0,-998,0,-4754,0
2025-02-04,cash_in_tax_income,0.0,0,0,0,0,19971,0
2025-02-04,cash_out_payroll,0.0,-292500,-242017,0,0,0,0
2025-02-04,cash_in_investments_income,319.89,0,219078,0,0,43705,0
2025-02-05,cash_in_resort_revenue,1972.11,6950,159579,0,0,0,0
2025-02-05,cash_out_investments_outflow,-222.52,-1701,-44827,0,0,-1527,0
2025-02-05,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-15464,0
2025-02-05,cash_out_tax_payments,0.0,0,0,0,0,-5671,0
2025-02-05,cash_out_insurance_costs,-110.17,-5496,0,-12338,0,-17714,0
2025-02-05,cash_out_resort_maintenance_expenses,0.0,0,0,-604,0,-9021,0
2025-02-05,cash_in_tax_income,0.0,0,0,0,0,79119,0
2025-02-05,cash_out_payroll,0.0,-279517,-192318,0,0,0,0
2025-02-05,cash_in_investments_income,0.0,0,0,0,0,0,0
2025-02-06,cash_in_resort_revenue,0.0,41774,116979,0,0,0,0
2025-02-06,cash_out_investments_outflow,0.0,-1558,-77561,0,0,-62359,0
2025-02-06,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-35378,0
2025-02-06,cash_out_tax_payments,-595.59,0,0,0,0,-107136,0
2025-02-06,cash_out_insurance_costs,0.0,-8136,0,-30568,0,-23909,0
2025-02-06,cash_out_resort_maintenance_expenses,-112.07,0,0,-12919,0,-10653,0
2025-02-06,cash_in_tax_income,457.91,0,0,0,0,0,0
2025-02-06,cash_out_payroll,-3645.58,-297620,-213427,0,0,0,0
2025-02-06,cash_in_investments_income,362.34,0,0,0,0,107935,0
2025-02-07,cash_in_resort_revenue,1183.45,94804,34881,0,0,0,0
2025-02-07,cash_out_investments_outflow,0.0,-97996,-5078,0,0,-156909,0
2025-02-07,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-2109,0
2025-02-07,cash_out_tax_payments,0.0,0,0,0,0,-289429,0
2025-02-07,cash_out_insurance_costs,-184.25,-633,0,-623,0,-13571,0
2025-02-07,cash_out_resort_maintenance_expenses,-107.08,0,0,-13451,0,-15098,0
2025-02-07,cash_in_tax_income,121.68,0,0,0,0,8386,0
2025-02-07,cash_out_payroll,0.0,-293024,-231337,0,0,0,0
2025-02-07,cash_in_investments_income,132.75,0,127583,0,0,11362,0
2025-02-08,cash_in_resort_revenue,1590.5900000000001,281986,319618,0,0,0,0
2025-02-08,cash_out_investments_outflow,0.0,0,0,0,0,0,0
2025-02-08,cash_out_foreign_exchange_expenses,0.0,0,0,0,0,-16463,0
2025-02-08,cash_out_tax_payments,-768.67,0,0,0,0,0,0
2025-02-08,cash_out_insurance_costs,0.0,-10811,0,-81,0,-81,0
2025-02-08,cash_out_resort_maintenance_expenses,0.0,0,0,-14832,0,-114,0
2025-02-08,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-02-08,cash_out_payroll,0.0,0,86162,0,0,0,0
2025-02-08,cash_in_investments_income,519.63,0,59200,0,0,0,0
2025-02-09,cash_in_resort_revenue,2137.76,320373,260026,0,0,0,0
2025-02-09,cash_out_investments_outflow,-78.91,85126,13099,0,0,0,0
2025-02-09,cash_out_foreign_exchange_expenses,-519.99,0,0,0,0,-559,0
2025-02-09,cash_out_tax_payments,-993.91,0,0,0,0,51324,0
2025-02-09,cash_out_insurance_costs,-171.59,-9002,0,-73,0,-14783,0
2025-02-09,cash_out_resort_maintenance_expenses,0.0,0,0,-116,0,-9139,0
2025-02-09,cash_in_tax_income,0.0,0,0,0,0,0,0
2025-02-09,cash_out_payroll,0.0,25186,0,0,0,0,0
2025-02-09,cash_in_investments_income,251.75,0,0,0,0,0,0
2025-02-10,cash_in_resort_revenue,3485.07,107041,62934,0,0,0,0
2025-02-10,cash_out_investments_outflow,-330.09,-1325,-10695,-1544,0,-61697,0
2025-02-10,cash_out_foreign_exchange_expenses,0.0,-20576,0,0,0,-15117,0
2025-02-10,cash_out_tax_payments,0.0,0,0,0,0,-5200,0
2025-02-10,cash_out_insurance_costs,0.0,-522,-6675,-3629,0,-5132,0
2025-02-10,cash_out_resort_maintenance_expenses,0.0,0,-6988,-15039,0,-12131,0
2025-02-10,cash_in_tax_income,0.0,0,0,0,0,29742,0
